Entrez ID,Phenotype
185,"['Calcium signaling pathway', 'cGMP-PKG signaling pathway', 'Phospholipase D signaling pathway', 'Neuroactive ligand-receptor interaction', 'Adrenergic signaling in cardiomyocytes', 'Vascular smooth muscle contraction', 'Apelin signaling pathway', 'Renin-angiotensin system', 'Renin secretion', 'Aldosterone synthesis and secretion', 'Cortisol synthesis and secretion', 'AGE-RAGE signaling pathway in diabetic complications', 'Cushing syndrome', 'Coronavirus disease - COVID-19', 'Pathways in cancer', 'Diabetic cardiomyopathy']"
186,"['Neuroactive ligand-receptor interaction', 'Adrenergic signaling in cardiomyocytes', 'Renin-angiotensin system']"
187,"['Neuroactive ligand-receptor interaction', 'Apelin signaling pathway']"
189,"['Alanine, aspartate and glutamate metabolism', 'Glycine, serine and threonine metabolism', 'Glyoxylate and dicarboxylate metabolism', 'Metabolic pathways', 'Carbon metabolism', '2-Oxocarboxylic acid metabolism', 'Peroxisome']"
190,['Cortisol synthesis and secretion']
191,"['Cysteine and methionine metabolism', 'Metabolic pathways']"
196,"['Th17 cell differentiation', 'Cushing syndrome', 'Chemical carcinogenesis - receptor activation', 'Chemical carcinogenesis - reactive oxygen species']"
203,"['Purine metabolism', 'Thiamine metabolism', 'Metabolic pathways', 'Nucleotide metabolism', 'Biosynthesis of cofactors']"
204,"['Purine metabolism', 'Thiamine metabolism', 'Metabolic pathways', 'Nucleotide metabolism', 'Biosynthesis of cofactors']"
205,"['Purine metabolism', 'Thiamine metabolism', 'Metabolic pathways', 'Nucleotide metabolism', 'Biosynthesis of cofactors']"
207,"['EGFR tyrosine kinase inhibitor resistance', 'Endocrine resistance', 'Platinum drug resistance', 'MAPK signaling pathway', 'ErbB signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'HIF-1 signaling pathway', 'FoxO signaling pathway', 'Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Autophagy - animal', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Apoptosis', 'Longevity regulating pathway', 'Longevity regulating pathway - multiple species', 'Cellular senescence', 'Adrenergic signaling in cardiomyocytes', 'VEGF signaling pathway', 'Apelin signaling pathway', 'Osteoclast differentiation', 'Focal adhesion', 'Signaling pathways regulating pluripotency of stem cells', 'Platelet activation', 'Neutrophil extracellular trap formation', 'Toll-like receptor signaling pathway', 'C-type lectin receptor signaling pathway', 'JAK-STAT signaling pathway', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Fc gamma R-mediated phagocytosis', 'TNF signaling pathway', 'Neurotrophin signaling pathway', 'Cholinergic synapse', 'Dopaminergic synapse', 'Regulation of actin cytoskeleton', 'Insulin signaling pathway', 'Progesterone-mediated oocyte maturation', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Thyroid hormone signaling pathway', 'Adipocytokine signaling pathway', 'Glucagon signaling pathway', 'Regulation of lipolysis in adipocytes', 'Relaxin signaling pathway', 'GnRH secretion', 'Insulin resistance', 'Non-alcoholic fatty liver disease', 'AGE-RAGE signaling pathway in diabetic complications', 'Growth hormone synthesis, secretion and action', 'Alcoholic liver disease', 'Carbohydrate digestion and absorption', 'Alzheimer disease', 'Spinocerebellar ataxia', 'Shigellosis', 'Salmonella infection', 'Yersinia infection', 'Chagas disease', 'Toxoplasmosis', 'Tuberculosis', 'Hepatitis C', 'Hepatitis B', 'Measles', 'Human cytomegalovirus infection', 'Influenza A', 'Human papillomavirus infection', 'Human T-cell leukemia virus 1 infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Herpes simplex virus 1 infection', 'Epstein-Barr virus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer', 'Proteoglycans in cancer', 'Chemical carcinogenesis - receptor activation', 'Chemical carcinogenesis - reactive oxygen species', 'Colorectal cancer', 'Renal cell carcinoma', 'Pancreatic cancer', 'Endometrial cancer', 'Glioma', 'Prostate cancer', 'Melanoma', 'Chronic myeloid leukemia', 'Acute myeloid leukemia', 'Small cell lung cancer', 'Non-small cell lung cancer', 'Breast cancer', 'Hepatocellular carcinoma', 'Gastric cancer', 'Central carbon metabolism in cancer', 'Choline metabolism in cancer', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Diabetic cardiomyopathy', 'Lipid and atherosclerosis', 'Fluid shear stress and atherosclerosis']"
208,"['EGFR tyrosine kinase inhibitor resistance', 'Endocrine resistance', 'Platinum drug resistance', 'MAPK signaling pathway', 'ErbB signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'HIF-1 signaling pathway', 'FoxO signaling pathway', 'Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Autophagy - animal', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Apoptosis', 'Longevity regulating pathway', 'Longevity regulating pathway - multiple species', 'Cellular senescence', 'Adrenergic signaling in cardiomyocytes', 'VEGF signaling pathway', 'Apelin signaling pathway', 'Osteoclast differentiation', 'Focal adhesion', 'Signaling pathways regulating pluripotency of stem cells', 'Platelet activation', 'Neutrophil extracellular trap formation', 'Toll-like receptor signaling pathway', 'C-type lectin receptor signaling pathway', 'JAK-STAT signaling pathway', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Fc gamma R-mediated phagocytosis', 'TNF signaling pathway', 'Neurotrophin signaling pathway', 'Cholinergic synapse', 'Dopaminergic synapse', 'Regulation of actin cytoskeleton', 'Insulin signaling pathway', 'Progesterone-mediated oocyte maturation', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Thyroid hormone signaling pathway', 'Adipocytokine signaling pathway', 'Glucagon signaling pathway', 'Regulation of lipolysis in adipocytes', 'Relaxin signaling pathway', 'GnRH secretion', 'Insulin resistance', 'Non-alcoholic fatty liver disease', 'AGE-RAGE signaling pathway in diabetic complications', 'Growth hormone synthesis, secretion and action', 'Alcoholic liver disease', 'Carbohydrate digestion and absorption', 'Alzheimer disease', 'Spinocerebellar ataxia', 'Shigellosis', 'Salmonella infection', 'Yersinia infection', 'Chagas disease', 'Toxoplasmosis', 'Tuberculosis', 'Hepatitis C', 'Hepatitis B', 'Measles', 'Human cytomegalovirus infection', 'Influenza A', 'Human papillomavirus infection', 'Human T-cell leukemia virus 1 infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Herpes simplex virus 1 infection', 'Epstein-Barr virus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer', 'Proteoglycans in cancer', 'Chemical carcinogenesis - receptor activation', 'Chemical carcinogenesis - reactive oxygen species', 'Colorectal cancer', 'Renal cell carcinoma', 'Pancreatic cancer', 'Endometrial cancer', 'Glioma', 'Prostate cancer', 'Melanoma', 'Chronic myeloid leukemia', 'Acute myeloid leukemia', 'Small cell lung cancer', 'Non-small cell lung cancer', 'Breast cancer', 'Hepatocellular carcinoma', 'Gastric cancer', 'Central carbon metabolism in cancer', 'Choline metabolism in cancer', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Diabetic cardiomyopathy', 'Lipid and atherosclerosis', 'Fluid shear stress and atherosclerosis']"
210,"['Porphyrin metabolism', 'Metabolic pathways', 'Biosynthesis of cofactors']"
211,"['Glycine, serine and threonine metabolism', 'Porphyrin metabolism', 'Metabolic pathways', 'Biosynthesis of cofactors']"
212,"['Glycine, serine and threonine metabolism', 'Porphyrin metabolism', 'Metabolic pathways', 'Biosynthesis of cofactors']"
213,['Thyroid hormone synthesis']
214,['Cell adhesion molecules']
215,"['ABC transporters', 'Peroxisome']"
216,"['Retinol metabolism', 'Metabolic pathways']"
217,"['Glycolysis / Gluconeogenesis', 'Ascorbate and aldarate metabolism', 'Fatty acid degradation', 'Valine, leucine and isoleucine degradation', 'Lysine degradation', 'Arginine and proline metabolism', 'Histidine metabolism', 'Tryptophan metabolism', 'beta-Alanine metabolism', 'Glycerolipid metabolism', 'Pyruvate metabolism', 'Pantothenate and CoA biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Alcoholic liver disease']"
218,"['Glycolysis / Gluconeogenesis', 'Histidine metabolism', 'Tyrosine metabolism', 'Phenylalanine metabolism', 'beta-Alanine metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Metabolic pathways']"
219,"['Glycolysis / Gluconeogenesis', 'Ascorbate and aldarate metabolism', 'Fatty acid degradation', 'Valine, leucine and isoleucine degradation', 'Lysine degradation', 'Arginine and proline metabolism', 'Histidine metabolism', 'Tryptophan metabolism', 'beta-Alanine metabolism', 'Glycerolipid metabolism', 'Pyruvate metabolism', 'Pantothenate and CoA biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Alcoholic liver disease']"
220,"['Retinol metabolism', 'Metabolic pathways']"
221,"['Glycolysis / Gluconeogenesis', 'Histidine metabolism', 'Tyrosine metabolism', 'Phenylalanine metabolism', 'beta-Alanine metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Metabolic pathways']"
222,"['Glycolysis / Gluconeogenesis', 'Histidine metabolism', 'Tyrosine metabolism', 'Phenylalanine metabolism', 'beta-Alanine metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Metabolic pathways']"
223,"['Glycolysis / Gluconeogenesis', 'Ascorbate and aldarate metabolism', 'Fatty acid degradation', 'Valine, leucine and isoleucine degradation', 'Lysine degradation', 'Arginine and proline metabolism', 'Histidine metabolism', 'Tryptophan metabolism', 'beta-Alanine metabolism', 'Glycerolipid metabolism', 'Pyruvate metabolism', 'Metabolic pathways', 'Alcoholic liver disease']"
224,"['Glycolysis / Gluconeogenesis', 'Ascorbate and aldarate metabolism', 'Fatty acid degradation', 'Valine, leucine and isoleucine degradation', 'Lysine degradation', 'Arginine and proline metabolism', 'Histidine metabolism', 'Tryptophan metabolism', 'beta-Alanine metabolism', 'Glycerolipid metabolism', 'Pyruvate metabolism', 'Pantothenate and CoA biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Alcoholic liver disease']"
225,"['ABC transporters', 'Peroxisome']"
226,"['Glycolysis / Gluconeogenesis', 'Pentose phosphate pathway', 'Fructose and mannose metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids', 'HIF-1 signaling pathway']"
229,"['Glycolysis / Gluconeogenesis', 'Pentose phosphate pathway', 'Fructose and mannose metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids', 'HIF-1 signaling pathway']"
230,"['Glycolysis / Gluconeogenesis', 'Pentose phosphate pathway', 'Fructose and mannose metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids', 'HIF-1 signaling pathway']"
231,"['Pentose and glucuronate interconversions', 'Fructose and mannose metabolism', 'Galactose metabolism', 'Glycerolipid metabolism', 'Folate biosynthesis', 'Metabolic pathways']"
238,"['Pathways in cancer', 'Non-small cell lung cancer', 'PD-L1 expression and PD-1 checkpoint pathway in cancer']"
239,"['Arachidonic acid metabolism', 'Metabolic pathways', 'Antifolate resistance', 'Serotonergic synapse', 'Inflammatory mediator regulation of TRP channels']"
240,"['Arachidonic acid metabolism', 'Metabolic pathways', 'Efferocytosis', 'Fc epsilon RI signaling pathway', 'Serotonergic synapse', 'Ovarian steroidogenesis', 'Toxoplasmosis']"
241,['Fc epsilon RI signaling pathway']
242,"['Arachidonic acid metabolism', 'Metabolic pathways', 'Serotonergic synapse']"
246,"['Arachidonic acid metabolism', 'Linoleic acid metabolism', 'Metabolic pathways', 'Efferocytosis', 'Ferroptosis', 'Necroptosis', 'Serotonergic synapse']"
247,"['Arachidonic acid metabolism', 'Metabolic pathways', 'Serotonergic synapse']"
248,"['Thiamine metabolism', 'Folate biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors']"
249,"['Thiamine metabolism', 'Folate biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors']"
250,"['Thiamine metabolism', 'Folate biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors']"
251,"['Thiamine metabolism', 'Folate biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors']"
262,"['Cysteine and methionine metabolism', 'Arginine and proline metabolism', 'Metabolic pathways']"
267,"['Mitophagy - animal', 'Protein processing in endoplasmic reticulum']"
268,"['cAMP signaling pathway', 'Cytokine-cytokine receptor interaction', 'TGF-beta signaling pathway', 'Hippo signaling pathway']"
269,"['Cytokine-cytokine receptor interaction', 'TGF-beta signaling pathway']"
270,"['Purine metabolism', 'Metabolic pathways', 'Nucleotide metabolism']"
271,"['Purine metabolism', 'Metabolic pathways', 'Nucleotide metabolism']"
272,"['Purine metabolism', 'Metabolic pathways', 'Nucleotide metabolism']"
273,"['Endocytosis', 'Fc gamma R-mediated phagocytosis']"
274,"['Endocytosis', 'Fc gamma R-mediated phagocytosis']"
275,"['Glycine, serine and threonine metabolism', 'Glyoxylate and dicarboxylate metabolism', 'One carbon pool by folate', 'Lipoic acid metabolism', 'Metabolic pathways', 'Carbon metabolism']"
276,"['Starch and sucrose metabolism', 'Metabolic pathways', 'Salivary secretion', 'Pancreatic secretion', 'Carbohydrate digestion and absorption']"
277,"['Starch and sucrose metabolism', 'Metabolic pathways', 'Salivary secretion', 'Pancreatic secretion', 'Carbohydrate digestion and absorption']"
278,"['Starch and sucrose metabolism', 'Metabolic pathways', 'Salivary secretion', 'Pancreatic secretion', 'Carbohydrate digestion and absorption']"
279,"['Starch and sucrose metabolism', 'Metabolic pathways', 'Salivary secretion', 'Pancreatic secretion', 'Carbohydrate digestion and absorption']"
280,"['Starch and sucrose metabolism', 'Metabolic pathways', 'Salivary secretion', 'Pancreatic secretion', 'Carbohydrate digestion and absorption']"
283,['Amyotrophic lateral sclerosis']
284,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'HIF-1 signaling pathway', 'PI3K-Akt signaling pathway', 'Rheumatoid arthritis']"
285,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'HIF-1 signaling pathway', 'PI3K-Akt signaling pathway', 'Kaposi sarcoma-associated herpesvirus infection']"
286,['Proteoglycans in cancer']
287,['Proteoglycans in cancer']
288,['Proteoglycans in cancer']
290,"['Glutathione metabolism', 'Metabolic pathways', 'Renin-angiotensin system', 'Hematopoietic cell lineage']"
291,"['Calcium signaling pathway', 'cGMP-PKG signaling pathway', 'Necroptosis', 'Cellular senescence', 'Neutrophil extracellular trap formation', 'Alzheimer disease', 'Parkinson disease', 'Huntington disease', 'Spinocerebellar ataxia', 'Prion disease', 'Pathways of neurodegeneration - multiple diseases', 'Influenza A', 'Human T-cell leukemia virus 1 infection', 'Chemical carcinogenesis - reactive oxygen species', 'Diabetic cardiomyopathy']"
292,"['Calcium signaling pathway', 'cGMP-PKG signaling pathway', 'Necroptosis', 'Cellular senescence', 'Neutrophil extracellular trap formation', 'Alzheimer disease', 'Parkinson disease', 'Huntington disease', 'Spinocerebellar ataxia', 'Prion disease', 'Pathways of neurodegeneration - multiple diseases', 'Influenza A', 'Human T-cell leukemia virus 1 infection', 'Chemical carcinogenesis - reactive oxygen species', 'Diabetic cardiomyopathy']"
293,"['Calcium signaling pathway', 'cGMP-PKG signaling pathway', 'Necroptosis', 'Cellular senescence', 'Neutrophil extracellular trap formation', 'Alzheimer disease', 'Parkinson disease', 'Huntington disease', 'Spinocerebellar ataxia', 'Prion disease', 'Pathways of neurodegeneration - multiple diseases', 'Influenza A', 'Human T-cell leukemia virus 1 infection', 'Chemical carcinogenesis - reactive oxygen species', 'Diabetic cardiomyopathy']"
