umlsid,phenotype,hpoid,cr
C1857934,Cerebral cortex with spongiform changes,HP:0006790,PT
C1846133,Loss of ability to walk in first decade,HP:0006794,PT
C4024978,Vivid hallucinations,HP:0006803,PT
C1836525,White mater abnormalities in the posterior periventricular region,HP:0006812,PT
C1306587,Acute encephalopathy,HP:0006846,PT
C1850348,Hypodysplasia of the corpus callosum,HP:0006849,PT
C0431362,Lobar holoprosencephaly,HP:0006870,PT
C1853766,Pontocerebellar atrophy,HP:0006879,PT
C4024971,Diffuse peripheral demyelination,HP:0006881,PT
C4021584,Frontotemporal cerebral atrophy,HP:0006892,PT
C1858857,Diffuse spongiform leukoencephalopathy,HP:0006943,PT
C0023529,Periventricular leukomalacia,HP:0006970,PT
C1855010,Progressive leukoencephalopathy,HP:0006980,PT
C2750915,Basal ganglia gliosis,HP:0006999,PT
C2749625,Motor axonal neuropathy,HP:0007002,PT
C1851936,Paroxysmal choreoathetosis,HP:0007098,PT
C1859178,Progressive peripheral neuropathy,HP:0007133,PT
C2748610,Progressive extrapyramidal movement disorder,HP:0007153,PT
C4024931,Asymmetric limb muscle stiffness,HP:0007156,PT
C0041657,Loss of consciousness,HP:0007185,PT
C1837246,Intracerebral periventricular calcifications,HP:0007229,PT
C4021579,Nonarteriosclerotic cerebral calcification,HP:0007238,PT
C0338474,CNS demyelination,HP:0007305,PT
C1837522,Impaired pain sensation,HP:0007328,PT
C1843175,Hyperreflexia in upper limbs,HP:0007350,PT
C1867138,Upper limb postural tremor,HP:0007351,PT
C4024903,Aplasia/Hypoplasia of the pyramidal tract,HP:0007363,PT
C4024897,Atrophy/Degeneration involving the corticospinal tracts,HP:0007372,PT
C0858684,Facial telangiectasia,HP:0007380,PT
C2673597,Congenital localized absence of skin,HP:0007383,PT
C4024889,Early cutaneous photosensitivity,HP:0007396,PT
C1860236,Irregular hyperpigmentation,HP:0007400,PT
C2748501,Tegumentary leishmaniasis susceptibility,HP:0007408,PT
C0263504,Alopecia totalis,HP:0007418,PT
C1847884,Plaque-like facial hemangioma,HP:0007434,PT
C1849377,Midface capillary hemangioma,HP:0007452,PT
C1384590,Hemangiomatosis,HP:0007461,PT
C0746889,Hyperpigmented nevi,HP:0007481,PT
C4021574,Decreased number of sweat glands,HP:0007500,PT
C4024854,Irregular hyperpigmentation of back,HP:0007521,PT
C4024852,Hypopigmented skin patches on arms,HP:0007526,PT
C4024850,Congenital posterior occipital alopecia,HP:0007534,PT
C1849186,Severe photosensitivity,HP:0007537,PT
C1842714,Desquamation of skin soon after birth,HP:0007549,PT
C1855459,Congenital symmetrical palmoplantar keratosis,HP:0007553,PT
C1856954,Plantar hyperkeratosis,HP:0007556,PT
C1721006,Localized epidermolytic hyperkeratosis,HP:0007559,PT
C1866245,Hyperpigmented streaks,HP:0007572,PT
C1851972,Reticular hyperpigmentation,HP:0007588,PT
C0162359,Hypohidrotic ectodermal dysplasia,HP:0007607,PT
C4024833,Abnormal palmar dermal ridges,HP:0007608,PT
C4024831,Blotching pigmentation of the skin,HP:0007610,PT
C4024830,Spinous keratoses of palms and soles,HP:0007613,PT
C0263625,Subcutaneous calcification,HP:0007618,PT
C0858618,Dyschromatopsia,HP:0007641,PT
C4024820,Large hyperpigmented retinal spots,HP:0007658,PT
C1969722,Impaired pursuit initiation and maintenance,HP:0007668,PT
C1866806,Unilateral ptosis,HP:0007687,PT
C1303009,Congenital miosis,HP:0007728,PT
C1863200,Lacrimal gland hypoplasia,HP:0007732,PT
C1853234,Anterior segment of eye aplasia,HP:0007779,PT
C0858617,Posterior subcapsular cataract,HP:0007787,PT
C4024796,Punctate corneal dystrophy,HP:0007809,PT
C4021567,Central heterochromia,HP:0007818,PT
C4024793,Central retinal exudate,HP:0007822,PT
C1853141,Slow decrease in visual acuity,HP:0007924,PT
C1837733,Broad lateral eyebrow,HP:0007933,PT
C1863408,Juvenile posterior subcapsular lenticular opacities,HP:0007935,PT
C0010038,Corneal opacity,HP:0007957,PT
C0344523,Cerulean cataract,HP:0007976,PT
C4024758,Intraretinal exudate,HP:0007989,PT
C1860785,Three rows of eyelashes,HP:0008009,PT
C0155100,Peripheral opacification of the cornea,HP:0008011,PT
C4024754,Horizontal opticokinetic nystagmus,HP:0008026,PT
C1835602,Aplastic/hypoplastic lacrimal glands,HP:0008038,PT
C4021856,Abnormality of the line of Schwalbe,HP:0008048,PT
C4024750,Abnormality of the palpebral fissures,HP:0008050,PT
C4024745,Aplasia/Hypoplasia affecting the eye,HP:0008056,PT
C0565599,Maternal hypertension,HP:0008071,PT
C4024735,Maternal virilization in pregnancy,HP:0008072,PT
C4021556,Osteolysis of talus,HP:0008095,PT
C1863403,Broad distal hallux,HP:0008111,PT
C4024730,Calcaneonavicular fusion,HP:0008122,PT
C4024728,Delayed calcaneal ossification,HP:0008142,PT
C0853225,Prolonged prothrombin time,HP:0008151,PT
C4021553,Periodic hypokalemic paresis,HP:0008153,PT
C4024722,Reduced factor VII activity,HP:0008169,PT
C0000744,Abetalipoproteinemia,HP:0008181,PT
C1321907,Parathyroid agenesis,HP:0008211,PT
C4021549,Euthyroid hyperthyroxinemia,HP:0008247,PT
C0268306,Unconjugated hyperbilirubinemia,HP:0008282,PT
C1864954,Fasting hyperinsulinemia,HP:0008283,PT
C4024709,Transient hypophosphatemia,HP:0008285,PT
C4024708,Partial complement factor H deficiency,HP:0008290,PT
C1860081,Medium chain dicarboxylic aciduria,HP:0008309,PT
C4015009,Decreased plasma free carnitine,HP:0008315,PT
C1704380,Distal renal tubular acidosis,HP:0008341,PT
C4024696,Hypoplasia of the iris dilator muscle,HP:0008345,PT
C0265654,Tarsal synostosis,HP:0008368,PT
C4024686,Abnormality of vitamin A metabolism,HP:0008372,PT
C0038605,Subungual hyperkeratosis,HP:0008392,PT
C1855290,Hyperconvex thumb nails,HP:0008407,PT
C1852311,Subungual hyperkeratotic fragments,HP:0008410,PT
C1855828,Vertebral clefting,HP:0008428,PT
C4024675,C1-C2 vertebral abnormality,HP:0008440,PT
C1856780,Posterior vertebral hypoplasia,HP:0008451,PT
C0432152,Thoracic hemivertebrae,HP:0008467,PT
C1861693,Cervical vertebral dysplasia,HP:0008469,PT
C1844926,Scheuermann-like vertebral changes,HP:0008478,PT
C1864364,Thoracolumbar interpediculate narrowness,HP:0008484,PT
C1850043,Anterior rounding of vertebral bodies,HP:0008488,PT
C0452136,Bilateral conductive hearing impairment,HP:0008513,PT
C1865866,Congenital sensorineural hearing impairment,HP:0008527,PT
C0152423,Microtia,HP:0008551,PT
C1865305,Hypoplastic superior helix,HP:0008559,PT
C1846460,External ear malformation,HP:0008572,PT
C1842681,Hypoplastic helices,HP:0008589,PT
C4021534,Adult onset sensorineural hearing impairment,HP:0008615,PT
C4024644,Multiple small medullary renal cysts,HP:0008659,PT
C0266313,Renotubular dysgenesis,HP:0008660,PT
C1837379,Partial development of the penile shaft,HP:0008708,PT
C0302885,Testicular dysgenesis,HP:0008715,PT
C0269133,Urethrovaginal fistula,HP:0008716,PT
C1384582,Primary testicular failure,HP:0008720,PT
C0345309,Hypoplasia of the vagina,HP:0008726,PT
C4024627,Aplasia/Hypoplasia of the ear,HP:0008771,PT
C1851542,Limited hip movement,HP:0008800,PT
C1849034,Hypoplastic iliac body,HP:0008824,PT
C1861519,Moderately short stature,HP:0008848,PT
C4024616,Moderate postnatal growth retardation,HP:0008855,PT
C1859846,Childhood-onset truncal obesity,HP:0008915,PT
C0476486,Generalized lymphadenopathy,HP:0008940,PT
C1840086,Pectoralis major hypoplasia,HP:0008953,PT
C1837781,Increased subcutaneous truncal adipose tissue,HP:0009003,PT
C1837510,Progressive loss of facial adipose tissue,HP:0009019,PT
C1866021,Increased connective tissue,HP:0009025,PT
C4024605,Generalized weakness of limb muscles,HP:0009028,PT
C1866774,Segmental spinal muscular atrophy,HP:0009037,PT
C1865313,Speech articulation difficulties,HP:0009088,PT
C1849350,Cleft lower alveolar ridge,HP:0009094,PT
C4024594,Aplasia/Hypoplasia involving the femoral head and neck,HP:0009108,PT
C0521532,Diaphragmatic weakness,HP:0009113,PT
C4024587,Aplasia/Hypoplasia involving the sinuses,HP:0009120,PT
C4024578,Duplication involving bones of the feet,HP:0009136,PT
C4024576,Osteolysis involving bones of the lower limbs,HP:0009139,PT
C4024574,Duplication of bones involving the upper extremities,HP:0009142,PT
C4024556,Abnormality of the epiphyses of the 4th finger,HP:0009174,PT
C4024550,Contracture of the metacarpophalangeal joint of the 5th finger,HP:0009186,PT
C1860253,Pseudoepiphyses of the metacarpals,HP:0009193,PT
C4024535,Cone-shaped epiphysis of the middle phalanx of the 5th finger,HP:0009205,PT
C4024529,Small epiphysis of the middle phalanx of the 5th finger,HP:0009211,PT
C4024527,Absent epiphysis of the middle phalanx of the 4th finger,HP:0009214,PT
C4024519,Small epiphysis of the middle phalanx of the 4th finger,HP:0009222,PT
C4024514,Osteolytic defects of the proximal phalanx of the 5th finger,HP:0009230,PT
C4024511,Triangular shaped proximal phalanx of the 5th finger,HP:0009233,PT
C4024507,Aplasia/Hypoplasia of the distal phalanx of the 5th finger,HP:0009239,PT
C4024504,Osteolytic defects of the distal phalanx of the 5th finger,HP:0009242,PT
C4021505,Triangular epiphysis of the proximal phalanx of the 4th finger,HP:0009271,PT
C4024468,Curved middle phalanx of the 4th finger,HP:0009287,PT
C4021498,Absent middle phalanx of 4th finger,HP:0009294,PT
C4021497,Short middle phalanx of the 4th finger,HP:0009295,PT
C4024460,Aplasia of the proximal phalanx of the 4th finger,HP:0009298,PT
C4024446,Aplasia/Hypoplasia of the 3rd finger,HP:0009318,PT
C4024443,Bracket epiphysis of the middle phalanx of the 3rd finger,HP:0009322,PT
C4024440,Fragmentation of the epiphysis of the middle phalanx of the 3rd finger,HP:0009325,PT
C4024431,Bracket epiphysis of the distal phalanx of the 3rd finger,HP:0009336,PT
C4024429,Enlarged epiphysis of the distal phalanx of the 3rd finger,HP:0009338,PT
C4024426,Ivory epiphysis of the distal phalanx of the 3rd finger,HP:0009341,PT
C4024420,Cone-shaped epiphysis of the proximal phalanx of the 3rd finger,HP:0009348,PT
C4021484,Patchy sclerosis of 5th finger phalanx,HP:0009377,PT
C4024404,Enlarged epiphyses of the 5th finger,HP:0009385,PT
C4024396,Bracket epiphyses of the 4th finger,HP:0009394,PT
C4024379,Fragmentation of the epiphyses of the 3rd finger,HP:0009414,PT
C4021480,Pseudoepiphyses of the 3rd finger,HP:0009417,PT
C4024366,Curved middle phalanx of the 3rd finger,HP:0009432,PT
C4021471,Patchy sclerosis of 3rd finger phalanx,HP:0009444,PT
C4024356,Aplasia/Hypoplasia of the phalanges of the 3rd finger,HP:0009447,PT
C4024346,Aplasia of the 3rd finger,HP:0009460,PT
C4021467,Contracture of the proximal interphalangeal joint of the 3rd finger,HP:0009471,PT
C4021462,Abnormality of the epiphysis of the proximal phalanx of the 2nd finger,HP:0009501,PT
C4024326,Cone-shaped epiphysis of the distal phalanx of the 2nd finger,HP:0009504,PT
C4024301,Contracture of the metacarpophalangeal joint of the 2nd finger,HP:0009539,PT
C4024299,Curved phalanges of the 2nd finger,HP:0009549,PT
C4024279,Curved proximal phalanx of the 2nd finger,HP:0009583,PT
C4021433,Osteolytic defects of the proximal phalanx of the 2nd finger,HP:0009584,PT
C0004114,Astrocytoma,HP:0009592,PT
C4021430,Short proximal phalanx of the 2nd finger,HP:0009597,PT
C4021421,Abnormality of the proximal phalanx of the thumb,HP:0009618,PT
C1865572,Proximal placement of thumb,HP:0009623,PT
C4024268,Aplasia/Hypoplasia of the proximal phalanx of the thumb,HP:0009629,PT
C1862313,Short distal phalanx of the thumb,HP:0009650,PT
C4021412,Triangular shaped thumb phalanx,HP:0009657,PT
C4024254,Abnormality of the epiphysis of the proximal phalanx of the thumb,HP:0009663,PT
C4024237,Pseudoepiphysis of the distal phalanx of the thumb,HP:0009682,PT
C4024236,Small epiphysis of the distal phalanx of the thumb,HP:0009683,PT
C4021404,Irregular thumb epiphysis,HP:0009691,PT
C4024231,Triangular epiphyses of the thumb,HP:0009696,PT
C4024227,Synostosis involving the 3rd metacarpal,HP:0009706,PT
C4024223,Spinal hemangioblastoma,HP:0009713,PT
C0017638,Glioma,HP:0009733,PT
C0027719,Nephrosclerosis,HP:0009741,PT
C1844810,Thick nasal septum,HP:0009746,PT
C1856027,Cleft in skull base,HP:0009752,PT
C1849577,Neck pterygia,HP:0009759,PT
C0039538,Teratoma,HP:0009792,PT
C0008373,Cholesteatoma,HP:0009797,PT
C4021388,Abnormality of upper limb metaphysis,HP:0009809,PT
C0265573,Upper limb phocomelia,HP:0009813,PT
C0345371,Lower limb undergrowth,HP:0009816,PT
C0265625,Lower limb phocomelia,HP:0009819,PT
C1837406,Upper limb undergrowth,HP:0009824,PT
C0031117,Peripheral neuropathy,HP:0009830,PT
C1850630,Broad distal phalanx of finger,HP:0009836,PT
C4021383,Broad middle phalanx of finger,HP:0009844,PT
C4024187,Bullet-shaped middle phalanges of the hand,HP:0009845,PT
C4021382,Patchy sclerosis of middle phalanx of finger,HP:0009848,PT
C1850148,Osteolytic defects of the proximal phalanges of the hand,HP:0009855,PT
C4024178,Symphalangism affecting the proximal phalanges of the hand,HP:0009857,PT
C4024168,Thickened ears,HP:0009894,PT
C4021375,Attached earlobe,HP:0009907,PT
C4024162,Abnormality of the tragus,HP:0009912,PT
C4024161,Aplasia/Hypoplasia of the tragus,HP:0009913,PT
C0003079,Anisocoria,HP:0009916,PT
C4024156,Aplasia/Hypoplasia of the nasal septum,HP:0009935,PT
C4024154,Sunken cheeks,HP:0009938,PT
C4024153,Asymmetry of the mouth,HP:0009941,PT
C4024148,Complete duplication of the proximal phalanx of the 2nd finger,HP:0009954,PT
C4024144,Polydactyly affecting the 3rd finger,HP:0009958,PT
C4024143,Complete duplication of the phalanges of the 3rd finger,HP:0009960,PT
C4024130,Partial duplication of the middle phalanx of the 4th finger,HP:0009982,PT
C4021354,Duplication of phalanx of 5th finger,HP:0009985,PT
C4024125,Complete duplication of the middle phalanx of the 5th finger,HP:0009992,PT
C4024116,Partial duplication of the proximal phalanges of the hand,HP:0010003,PT
C4024113,Abnormality of the 2nd metacarpal,HP:0010010,PT
C4024105,Enlarged epiphysis of the 1st metacarpal,HP:0010018,PT
C4024088,Aplasia of the 3rd metacarpal,HP:0010040,PT
C1867929,Aplasia of the 5th metacarpal,HP:0010046,PT
C1836216,Symphalangism affecting the phalanges of the hallux,HP:0010064,PT
C1860164,Duplication of phalanx of hallux,HP:0010066,PT
C4024061,Aplasia/Hypoplasia of the proximal phalanx of the hallux,HP:0010085,PT
C4024051,Complete duplication of the distal phalanx of the hallux,HP:0010096,PT
C4021336,Complete duplication of hallux phalanx,HP:0010100,PT
C4024034,Abnormality of the epiphysis of the 1st metatarsal,HP:0010125,PT
C4024033,Abnormality of the epiphysis of the proximal phalanx of the hallux,HP:0010126,PT
C4024021,Absent epiphysis of the distal phalanx of the hallux,HP:0010138,PT
C4023994,Enlarged epiphyses of the toes,HP:0010165,PT
C4023986,Broad phalanx of the toes,HP:0010174,PT
C4023980,Broad distal phalanx of the toes,HP:0010186,PT
C4023970,Symphalangism affecting the proximal phalanges of the toes,HP:0010209,PT
C4021308,Fragmentation of the epiphyses of the phalanges of the hand,HP:0010232,PT
C4023949,Fragmentation of the epiphyses of the distal phalanges of the hand,HP:0010250,PT
C4023939,Irregular epiphyses of the middle phalanges of the hand,HP:0010262,PT
C4023930,Enlarged epiphyses of the proximal phalanges of the hand,HP:0010271,PT
C4023924,Stippling of the epiphyses of the proximal phalanges of the hand,HP:0010277,PT
C0038362,Stomatitis,HP:0010280,PT
C1856026,Cleft lower lip,HP:0010281,PT
C4023919,Abnormality of the sublingual glands,HP:0010288,PT
C4023916,Aplasia/Hypoplasia of the tongue,HP:0010295,PT
C0152415,Ankyloglossia,HP:0010296,PT
C0155964,Smooth tongue,HP:0010298,PT
C4023915,Abnormally low-pitched voice,HP:0010300,PT
C0426789,Short thorax,HP:0010306,PT
C2931507,Bifid sternum,HP:0010309,PT
C4021293,Deviation of the 4th toe,HP:0010338,PT
C4023894,Polydactyly affecting the 4th toe,HP:0010340,PT
C4021290,Flexion contracture of the 5th toe,HP:0010345,PT
C4023882,Aplasia/Hypoplasia of the phalanges of the 3rd toe,HP:0010359,PT
C4021285,Bullet-shaped 3rd toe phalanx,HP:0010361,PT
C4021282,Duplication of phalanx of the 3rd toe,HP:0010367,PT
C4023864,Symphalangism affecting the phalanges of the 5th toe,HP:0010389,PT
C4023863,Triangular shaped phalanges of the 5th toe,HP:0010390,PT
C4023862,Abnormality of the distal phalanx of the 5th toe,HP:0010392,PT
C4023858,Broad proximal phalanx of the 2nd toe,HP:0010396,PT
C4023856,Curved proximal phalanx of the 2nd toe,HP:0010398,PT
C4023855,Osteolytic defects of the proximal phalanx of the 2nd toe,HP:0010399,PT
C4023836,Triangular shaped distal phalanx of the 2nd toe,HP:0010420,PT
C4021268,Absent distal phalanx of the 2nd toe,HP:0010432,PT
C0266190,Colonic atresia,HP:0010448,PT
C4023819,Abnormality of the male genitalia,HP:0010461,PT
C4023818,Aplasia/Hypoplasia of the ovary,HP:0010462,PT
C0266430,Supernumerary testes,HP:0010470,PT
C4023800,Limitation of movement at ankles,HP:0010505,PT
C4023796,Aplasia/Hypoplasia of the thymus,HP:0010515,PT
C1510417,Gait apraxia,HP:0010521,PT
C0234505,Astereognosia,HP:0010527,PT
C0155379,Vestibular nystagmus,HP:0010542,PT
C4021255,Weakness due to upper motor neuron dysfunction,HP:0010549,PT
C1844702,Vertical clivus,HP:0010559,PT
C1969185,Undulate ribs,HP:0010561,PT
C4023787,Low maternal serum alpha-fetoprotein,HP:0010570,PT
C4023786,Elevated levels of phytanic acid,HP:0010571,PT
C4021250,Intracranial cystic lesion,HP:0010576,PT
C4021862,Absent epiphyses,HP:0010577,PT
C1865037,Cone-shaped epiphysis,HP:0010579,PT
C1841685,Pseudoepiphyses,HP:0010584,PT
C4023784,Triangular epiphyses,HP:0010587,PT
C4023783,Abnormality of the distal femoral epiphysis,HP:0010590,PT
C4023780,Abnormality of fibular epiphyses,HP:0010593,PT
C3277187,Type 2 muscle fiber predominance,HP:0010602,PT
C0037293,Skin tags,HP:0010609,PT
C0016045,Fibroma,HP:0010614,PT
C0149951,Ovarian fibroma,HP:0010618,PT
C1856749,Aplastic/hypoplastic toenail,HP:0010624,PT
C1859775,Anterior pituitary hypoplasia,HP:0010627,PT
C4023766,Total hyposmia,HP:0010634,PT
C4023763,Abnormality of the nasal cavity,HP:0010640,PT
C1836646,Dermal translucency,HP:0010648,PT
C4023748,Abnormality of the third metatarsal bone,HP:0010672,PT
C4023745,Elevated alkaline phosphatase of renal origin,HP:0010680,PT
C4023720,Cystic lesions of the pinnae,HP:0010723,PT
C0005742,Blepharochalasis,HP:0010749,PT
C0423124,Dermatochalasis,HP:0010750,PT
C4023714,Midline defect of mandible,HP:0010753,PT
C4023712,Aplasia of the premaxilla,HP:0010757,PT
C4023709,Sacrococcygeal pilonidal abnormality,HP:0010767,PT
C4551905,Anomalous pulmonary venous return,HP:0010772,PT
C0221214,Vascular ring,HP:0010775,PT
C0039590,Testicular neoplasm,HP:0010788,PT
C4023701,Impaired visuospatial constructive cognition,HP:0010794,PT
C4023700,Cerebellar glioma,HP:0010795,PT
C0206734,Hemangioblastoma,HP:0010797,PT
C3553471,Upturned corners of mouth,HP:0010805,PT
C0235068,Scintillating scotoma,HP:0010822,PT
C4021225,Abnormality of the eleventh cranial nerve,HP:0010825,PT
C4021223,Abnormality of the seventh cranial nerve,HP:0010827,PT
C4021220,Trophic changes related to pain,HP:0010834,PT
C4023687,EEG with multifocal slow activity,HP:0010844,PT
C4023685,EEG with spike-wave complexes (2.5-3.5 Hz),HP:0010848,PT
C4021215,EEG with periodic lateralized epileptiform discharges,HP:0010853,PT
C0426146,Incomplete breech presentation,HP:0010861,PT
C4023681,Delayed fine motor development,HP:0010862,PT
C0242855,Pulmonary valve atresia,HP:0010882,PT
C0524524,Membranous cataract,HP:0010922,PT
C0220988,Xanthinuria,HP:0010934,PT
C4023639,Abnormality of the nasal skeleton,HP:0010937,PT
C4023635,Aplasia of the nasal bone,HP:0010941,PT
C0341676,Dilatation of the renal pelvis,HP:0010946,PT
C0549253,Dilatation of the bladder,HP:0010955,PT
C0006288,Bronchopulmonary sequestration,HP:0010960,PT
C4023627,Intralobar sequestration,HP:0010961,PT
C4023622,Abnormality of liposaccharide metabolism,HP:0010968,PT
C4023613,Gonosomal inheritance,HP:0010985,PT
C0029454,Osteopetrosis,HP:0011002,PT
C1392669,Mixed cirrhosis,HP:0011005,PT
C4023585,Abnormality of blood circulation,HP:0011028,PT
